ID,Official_Code,Name,Type,Category,State,LGA,Ward,Address,Status,Sources
384,"MG JUNIOR SECONDARY SCHOOL BOLARI","MUAZU GOVERNMENT JUNIOR SECONDARY SCHOOL BOLARI",junior,public,GOMBE,GOMBE,"GOMBE","BOLARI, GOMBE",active,"FUK(#367); GSU(#367); FCET_GOMBE(#367)"
385,"RCJSS","RESOURCE CENTER JUNIOR SECONDARY SCHOOL",junior,public,GOMBE,GOMBE,"GOMBE","TASHAN DUKKU",active,"FUK(#498); GSU(#498)"
386,"RT ACADEMY GOMBE ABUJA QUARTERS","ROYAL TRUST ACADEMY GOMBE ABUJA QUARTERS",junior,private,GOMBE,GOMBE,"GOMBE","ABUJA QUARTERS",active,"FUK(#414); GSU(#414)"
387,"SJ JUNIOR SECONDARY SCHOOL GOMBE","ST. JAMES JUNIOR SECONDARY SCHOOL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#83); GSU(#83); FCET_GOMBE(#83)"
388,"SIS SCHOOL","STANDARD INTERNATIONAL SCHOOL",junior,private,GOMBE,GOMBE,"GOMBE","MALAM INNA",active,"FUK(#479); GSU(#479)"
389,"SM SCHOOL GOMBE","SUNSHINE MODEL SCHOOL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#576)"
390,"TH ACADEMY GOMBE","TALENT HAVEST ACADEMY GOMBE",junior,private,GOMBE,GOMBE,"GOMBE","Federal Low-cost",active,"FUK(#384); GSU(#384); FCET_GOMBE(#384)"
391,"TW PANTAMI JUNIOR SECONDARY SCHOOL GOMBE","TUDUN WADAN PANTAMI JUNIOR SECONDARY SCHOOL GOMBE",junior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#86); GSU(#86); FCET_GOMBE(#86)"
392,"UA DA'AWA ACADEMY","UMMUNA AISHA DA'AWA ACADEMY",junior,private,GOMBE,GOMBE,"GOMBE","BEHIND GOMBE LOCAL GOVT. SECRETARIA",active,"FCET_GOMBE(#419)"
393,"AGA ACADEMY","AJSAN GOLDEN ACADEMY",senior,private,GOMBE,GOMBE,"GOMBE","TUDUN WADA",active,"FUK(#427); GSU(#427)"
394,"AI COMMUNITY COLLEGE, NASARAWO","AL-AHFAAD INTERNATIONAL COMMUNITY COLLEGE, NASARAWO",senior,public,GOMBE,GOMBE,"GOMBE","NASARAWO QUARTER'S GOMBE",active,"GSU(#534)"
395,"AM SCHOOL GOMBE","ALHERI MODEL SCHOOL GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#5); GSU(#5); FCET_GOMBE(#5)"
396,"AAG GOMBE 2","ALHIDAYA ACADEMY, GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","BEHIND TREASURY HOUSE",active,"FUK(#489); GSU(#489)"
397,"AS RIGHT ACADEMYTUMFURE T COLLEGE GOMBE","ALL SAINSTART RIGHT ACADEMYTUMFURE T COLLEGE GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","FFEDERAL LOW COST GOMBE",active,"FUK(#565)"
398,"AS COLLEGE GOMBE","ALL SAINT COLLEGE GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#6); GSU(#6); FCET_GOMBE(#6)"
399,"AMA ACADEMY","ALYUSRA MODERN ACADEMY",senior,private,GOMBE,GOMBE,"GOMBE","ANGUWAN IDI",active,"FUK(#457); GSU(#457)"
400,"AZ BN AUWAM","AQSAT, ZUBAIRU BN AUWAM",senior,private,GOMBE,GOMBE,"GOMBE","RIYAL",active,"FUK(#451)"
401,"AZ BN AWWAM RIYAL QRTS, SENIOR","AQSAT, ZUBAIRU BN AWWAM RIYAL QRTS, SENIOR",senior,private,GOMBE,GOMBE,"GOMBE","RIYAL QTRS, BYEPAS, GOMBE",active,"GSU(#451)"
402,"AMA ACADEMY 2","ASMAU MEMORIAL ACADEMY",senior,private,GOMBE,GOMBE,"GOMBE","KWANA PLATO PANTAMI",active,"FUK(#443); GSU(#443)"
403,"BAG GOMBE","BAPTIST ACADEMY GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","OPPOSITE ORJI ESTATE",active,"FUK(#422); GSU(#422)"
404,"DH TALENT ACADEMY GOMBE","DESTINY HILL TALENT ACADEMY GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#13); GSU(#13); FCET_GOMBE(#13)"
405,"EB ESTATE GOMBE","ECCE BUHARI ESTATE GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#98); GSU(#98); FCET_GOMBE(#98)"
406,"EJ TUDUNWADA GOMBE","ECCE JAURO TUDUNWADA GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#96); GSU(#96); FCET_GOMBE(#96)"
407,"EJG GOMBE","ECCE JEKADAFARI GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#97); GSU(#97); FCET_GOMBE(#97)"
408,"EA TUDUN WADA","ECWA ACADEMY TUDUN WADA",senior,private,GOMBE,GOMBE,"GOMBE","MALAM INNA STREET ADJACENT GSU, GOMBE",active,"FUK(#512); GSU(#512)"
409,"EC OPPOSITE FADAMA II","EVANGEL COLLEGE OPPOSITE FADAMA II",senior,private,GOMBE,GOMBE,"GOMBE","OPPOSITE FADAMA II OFFICE, BUBA SHONGO  GOMBE",active,"FUK(#603)"
410,"FCETDSSS , GOMBE","FCE (T) DEMONSTRATION SENIOR SECONDARY SCHOOL, GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","ALONG ASHAKA ROAD, GOMBE",active,"FUK(#519); GSU(#519)"
411,"FV ACADEMY TUNFURE","FUTURE VIEW ACADEMY TUNFURE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#19); GSU(#19); FCET_GOMBE(#19)"
412,"GNG GOMBE","G.D.S.S. NASSARAWO GOMBE",senior,public,GOMBE,GOMBE,"NASSARAWO, GOMBE","NEAR BETHANY COLLEGE NASSARAWO",active,"FUK(#587)"
413,"GC INTERNATIONAL ACADEMY","GODLY CHILDREN INTERNATIONAL ACADEMY",senior,private,GOMBE,GOMBE,"GOMBE","YALANGURUZA OLD KWATA",active,"FUK(#468); GSU(#468)"
414,"GD SECONDARY SCHOOL IBINOLA BILLIRI","GOERNMENT DAY SECONDARY SCHOOL IBINOLA BILLIRI",senior,public,GOMBE,GOMBE,"BILLIRI","BEHIND UNITY BANK BILLIRI",active,"FUK(#579)"
415,"GIS SCHOOL","GOMBE INTERNATIONAL SCHOOL",senior,private,GOMBE,GOMBE,"GOMBE","STATE LOW-COST",active,"FUK(#485); GSU(#485)"
416,"G ARABIC COLLEGE I","GOVERNMENT ARABIC COLLEGE I",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FCET_GOMBE(#30)"
417,"G ARABIC COLLEGE II GOMBE","GOVERNMENT ARABIC COLLEGE II GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FCET_GOMBE(#31)"
418,"G ARABIC COLLEGE SENIOR (GAC I)","GOVERNMENT ARABIC COLLEGE SENIOR (GAC I)",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#30); GSU(#30)"
419,"G ARABIC COLLEGE SENIOR (GAC II)","GOVERNMENT ARABIC COLLEGE SENIOR (GAC II)",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#31); GSU(#31)"
420,"GCDSS , GOMBE","GOVERNMENT COMPREHENSIVE DAY SECONDARY SCHOOL, GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","TUDUN WADA GOMBE",active,"FUK(#501); GSU(#501)"
421,"GCDSS , JALO WAZIRI 2","GOVERNMENT COMPREHENSIVE DAY SECONDARY SCHOOL, JALO WAZIRI",senior,public,GOMBE,GOMBE,"GOMBE","JEKA DA FARI",active,"GSU(#449)"
422,"GCDSSS TABRA","GOVERNMENT COMPREHENSIVE DAY SENIOR SECONDARY SCHOOL TABRA",senior,public,GOMBE,GOMBE,"GOMBE","TABRA",active,"FUK(#430); GSU(#430)"
423,"GCSSS GABUKKA","GOVERNMENT COMPREHENSIVE SENIOR SECONDARY SCHOOL GABUKKA",senior,public,GOMBE,GOMBE,"GOMBE","GABUKKA",active,"FUK(#469); GSU(#469)"
424,"GDSSS GOMBE (SCIENCE II)","GOVERNMENT DAY SCIENCE SECONDARY SCHOOL GOMBE (SCIENCE II)",senior,public,GOMBE,GOMBE,"GOMBE","BUBA SHONGO",active,"FUK(#431); GSU(#431)"
425,"GDSSS GOMBE 2","GOVERNMENT DAY SCIENCE SECONDARY SCHOOL GOMBE 2",senior,public,GOMBE,GOMBE,"GOMBE","BUBASHONGO",active,"GSU(#477)"
426,"GD SEC, SCHOOL, JALO WAZIRI 2","GOVERNMENT DAY SEC, SCHOOL, JALO WAZIRI",senior,public,GOMBE,GOMBE,"GOMBE","JEKA DA FARI",active,"FUK(#449)"
427,"GDS . SCHOOL HERWAGANA, GOMBE","GOVERNMENT DAY SECONDARY . SCHOOL HERWAGANA, GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#500); GSU(#500)"
428,"GDSS AHMADU GOMBE","GOVERNMENT DAY SECONDARY SCHOOL AHMADU GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","JEKADAFARI QUARTERS",active,"FUK(#438); GSU(#438)"
429,"GDSS AMADU GOMBE","GOVERNMENT DAY SECONDARY SCHOOL AMADU GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","BEHIND BAPTIST CHURCH, JEKADAFARI",active,"FUK(#516); GSU(#516)"
430,"GDSS BOLARI EAST","GOVERNMENT DAY SECONDARY SCHOOL BOLARI EAST",senior,public,GOMBE,GOMBE,"GOMBE","ARMY BARRAK, GOMBE",active,"FUK(#508); GSU(#508)"
431,"GDSS GUJUBA","GOVERNMENT DAY SECONDARY SCHOOL GUJUBA",senior,public,GOMBE,GOMBE,"BULLIRI","GUJUBA",active,"FUK(#495); GSU(#495)"
432,"GDSS HERWAGANA","GOVERNMENT DAY SECONDARY SCHOOL HERWAGANA",senior,public,GOMBE,GOMBE,"GOMBE","BEHIND ST. JAMES  CHURC, HERWAGANA",active,"FUK(#499); GSU(#499)"
433,"GDSS KUNDULUM","GOVERNMENT DAY SECONDARY SCHOOL KUNDULUM",senior,public,GOMBE,GOMBE,"GOMBE","KUNDULUM",active,"FUK(#476); GSU(#476)"
434,"GDSS NASARAWO","GOVERNMENT DAY SECONDARY SCHOOL NASARAWO",senior,public,GOMBE,GOMBE,"GOMBE","NASARAWO QUARTERS",active,"FUK(#462); FUK(#466); GSU(#462); GSU(#466)"
435,"GDSS ORJI ESTATE","GOVERNMENT DAY SECONDARY SCHOOL ORJI ESTATE",senior,public,GOMBE,GOMBE,"GOMBE","ORJI ESTATE",active,"FUK(#510); GSU(#510)"
436,"GDSS PANTAMI 2","GOVERNMENT DAY SECONDARY SCHOOL PANTAMI",senior,public,GOMBE,GOMBE,"GOMBE","PANTAMI, ALONG BY-PASS ROAD",active,"FUK(#458); GSU(#458)"
437,"GDSS SHEHU ABUBAKAR","GOVERNMENT DAY SECONDARY SCHOOL SHEHU ABUBAKAR",senior,public,GOMBE,GOMBE,"GOMBE","ADJACENT PANTAMI STADIUM",active,"FUK(#472); GSU(#472)"
438,"GDSS WURO BIRIJI 2","GOVERNMENT DAY SECONDARY SCHOOL WURO BIRIJI",senior,public,GOMBE,GOMBE,"GOMBE","ALONG BY-PASS ROAD",active,"FUK(#461); GSU(#461)"
439,"GDSSS GANDU","GOVERNMENT DAY SENIOR SECONDARY SCHOOL GANDU",senior,public,GOMBE,GOMBE,"GOMBE","GANDU QUARTERS",active,"FUK(#467); GSU(#467)"
440,"GGSSS DOMA","GOVERNMENT GIRLS SCIENCE SECONDARY SCHOOL DOMA",senior,public,GOMBE,GOMBE,"GOMBE","VCJ LIJI ROAD",active,"FUK(#474); GSU(#474)"
441,"GJSS FANTAMI","GOVERNMENT JUNIOR SECONDARY SCHOOL FANTAMI",senior,public,GOMBE,GOMBE,"GOMBE","FANTAMI",active,"FUK(#621)"
442,"GJSS YELENGURUZA GOMBE","GOVERNMENT JUNIOR SECONDARY SCHOOL YELENGURUZA GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","YELENGURUZA",active,"FUK(#612)"
443,"GSC & TECHNICAL COLLEGE 2","GOVERNMENT SCIENCE & TECHNICAL COLLEGE",senior,public,GOMBE,GOMBE,"GOMBE","IDI QUARTERS",active,"FUK(#455); GSU(#455)"
444,"GSSS 1 GOMBE","GOVERNMENT SCIENCE SECONDARY SCHOOL 1 GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","JEKA DA FARI, GOMBE",active,"FUK(#624)"
445,"GSSS 2 GOMBE","GOVERNMENT SCIENCE SECONDARY SCHOOL 2 GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","BUBASHONGO",active,"FUK(#477)"
446,"GSTC BARUNDE","GOVERNMENT SCIENCE TECHNICAL COLLEGE BARUNDE",senior,public,GOMBE,GOMBE,"GOMBE","BARUNDE",active,"FUK(#415); GSU(#415)"
447,"GSTC GOMBE VOCATIONAL","GOVERNMENT SCIENCE TECHNICAL COLLEGE GOMBE VOCATIONAL",senior,public,GOMBE,GOMBE,"GOMBE","IDI QUARTERS",active,"FUK(#465); GSU(#465)"
448,"GSSS GANDU GOMBE","GOVERNMENT SENIOR SECONDARY SCHOOL GANDU GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","TUDUN WADA",active,"FUK(#434); GSU(#434)"
449,"GSSS PILOT GOMBE","GOVERNMENT SENIOR SECONDARY SCHOOL PILOT GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","TUDUN WADA",active,"FUK(#435); GSU(#435)"
450,"GVTC KAMARA","GOVERNMENT VOCATIONAL TRAINING CENTER KAMARA",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#22); GSU(#22); FCET_GOMBE(#22)"
451,"GS ACADEMY GOMBE","GURAMA SCIENCE ACADEMY GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#45); GSU(#45); FCET_GOMBE(#45)"
452,"HI SCHOOL ABUJA QTRS. GOMBE","HAJARAT ISLAMIC SCHOOL ABUJA QTRS. GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",inactive,"GSU(#46); FCET_GOMBE(#46)"
453,"HSG GOMBE","HAJARAT SCHOOL, GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","ABUJA QUARTERS, GOMBE",active,"FUK(#527); GSU(#527)"
454,"HCG GOMBE","HAMDAN COLLEGE GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","IDI QTRS BESIDES ZAINAB BULKACHUWA HOSPITAL",active,"FUK(#514); GSU(#514)"
455,"HC SENIOR SECONDARY SCHOOL","HASSAN CENTRAL SENIOR SECONDARY SCHOOL",senior,public,GOMBE,GOMBE,"GOMBE","HERWAGANA",active,"FUK(#421); GSU(#421)"
456,"II COLLEGE GOMBE","ILIMI INTERNATIONAL COLLEGE GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#51); GSU(#51); FCET_GOMBE(#51)"
457,"IBA ACADEMY","IMAMUL BUKHARI ACADEMY",senior,private,GOMBE,GOMBE,"GOMBE","BEHIND ZAINAB BULKACHUA HOSPITAL GOMBE",active,"FUK(#509); GSU(#509)"
458,"IF QURANIC MEMORIZATION AND ISLAMIC CIVILIZATION (IQMIC), COMMUNITY SECONDARY SCHOOL MAAHAD, GOMBE","INSTITUTE FOR QURANIC MEMORIZATION AND ISLAMIC CIVILIZATION (IQMIC), COMMUNITY SECONDARY SCHOOL MAAHAD, GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","COMMERCIAL AREA NEAR DOMA HOSPITAL",active,"FUK(#518); GSU(#518)"
459,"J","JIBWIS",senior,private,GOMBE,GOMBE,"GOMBE","ARAWA QUARTERS",inactive,"GSU(#445)"
460,"JI SCIENCE SECONDARY SCHOOL ARAWA","JIBWIS ISLAMIC SCIENCE SECONDARY SCHOOL ARAWA",senior,private,GOMBE,GOMBE,"GOMBE","AKKO",active,"FUK(#475); GSU(#475)"
461,"JI SCIENCE SECONDARY SCHOOL BOLARI","JIBWIS ISLAMIC SCIENCE SECONDARY SCHOOL BOLARI",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#440); GSU(#440)"
462,"JI SCIENCE SECONDARY SCHOOL SHAGON GORO","JIBWIS ISLAMIC SCIENCE SECONDARY SCHOOL SHAGON GORO",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#441); GSU(#441)"
463,"JT TALASSE","JIBWIS TALASSE",senior,private,GOMBE,GOMBE,"TALASSE","NEAR BALANGA LGA SECRETARIAT",active,"FUK(#571)"
464,"JAG GOMBE 2","JOY ACADEMY GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#56); GSU(#56); FCET_GOMBE(#56)"
465,"KAG GOMBE","KANADI ACADEMY GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#59); GSU(#59); FCET_GOMBE(#59)"
466,"KC ARABIC AND ISLAMIC STUDIES","KWAINE COMMUNITY ARABIC AND ISLAMIC STUDIES",senior,public,GOMBE,GOMBE,"GOMBE","ANGUWA UKU",active,"FUK(#448); GSU(#448)"
467,"KC COLLEGE FOR SCIENCE AND ISLAMIC STUDIES YALANGURUZA","KWAINE COMMUNITY COLLEGE FOR SCIENCE AND ISLAMIC STUDIES YALANGURUZA",senior,public,GOMBE,GOMBE,"GOMBE","DANGUSAU STREET, YALANGURUZA QUARTERS GOMBE",active,"GSU(#550)"
468,"MD MEMORIAL COMMUNITY SCHOOL","MALAM DAUDU MEMORIAL COMMUNITY SCHOOL",senior,public,GOMBE,GOMBE,"GOMBE","TUDUN WADA",active,"FUK(#424); GSU(#424)"
469,"MS SECONDARY SCHOOL GOMBE","MARKAZ SCIENCE SECONDARY SCHOOL GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#65); GSU(#65); FCET_GOMBE(#65)"
470,"MF MINDS INTERNATIONAL ACADEMY","MEGALOS FUTURE MINDS INTERNATIONAL ACADEMY",senior,private,GOMBE,GOMBE,"GOMBE","ABUBAKAR HABU HASHIDU  ESTATE GOMBE",active,"FUK(#619)"
471,"MK SCIENCE ACADEMIC FOUNDATION(MIKSAF) ADDRESS: UNGUWA UKU","MIFTAHUL KHAIRAT SCIENCE ACADEMIC FOUNDATION(MIKSAF) ADDRESS: UNGUWA UKU",senior,private,GOMBE,GOMBE,"GOMBE","BEHIND RAILWAY GOMBE",active,"FUK(#520); GSU(#520)"
472,"MH COMMUNITY SCHOOL CHECHENIYA","MODIBBO HARUNA COMMUNITY SCHOOL CHECHENIYA",senior,public,GOMBE,GOMBE,"GOMBE","BEHIND CATTLE MARKET, GOMBE",active,"FUK(#511); GSU(#511)"
473,"MT COLLEGE OF ARABIC AND ISLAMIC STUDIES","MODIBBO TUKUR COLLEGE OF ARABIC AND ISLAMIC STUDIES",senior,private,GOMBE,GOMBE,"GOMBE","JANKAI GIDAN MODIBBO TUKUR, GOMBE",active,"FUK(#517); GSU(#517)"
474,"MI SCHOOL GOMBE","MOONLIGHT INTERNATIONAL SCHOOL GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#67); GSU(#67); FCET_GOMBE(#67)"
475,"MB QURAN MEMORIAL ACADEMY (RAIHAN)","MUHAMMAD BELLO QURAN MEMORIAL ACADEMY (RAIHAN)",senior,private,GOMBE,GOMBE,"GOMBE","ARAWA A.",active,"FUK(#452); GSU(#452)"
476,"NMS SCHOOL","NASARA MEMORIAL SCHOOL",senior,private,GOMBE,GOMBE,"GOMBE","NAYI NAWA",active,"FUK(#492); GSU(#492)"
477,"NI SCHOOL ALKAHIRA","NURAIN INTEGRATED SCHOOL ALKAHIRA",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#70); GSU(#70); FCET_GOMBE(#70)"
478,"NA ACADEMY, GOMBE","NURUL AULAD ACADEMY, GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","OPPOSITE MALAM INNA MATERNITY, BEHIND GSU",active,"FUK(#522); GSU(#522)"
479,"NH INTERNATIONAL ACADEMY, GOMBE","NURUL HUDA INTERNATIONAL ACADEMY, GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","NEW GRA, GOMBE",active,"GSU(#535)"
480,"PSG GOMBE","PACE SETTERS GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","BEHING ALL SENT COOLEGE FEDERAL LOW COST GOMBE",active,"FUK(#578)"
481,"PCS JEKADAFARI GOMBE","POLICE CHILDREN SCHOOL JEKADAFARI GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#74); GSU(#74); FCET_GOMBE(#74)"
482,"RMS SCHOOL","REVIVAL MODEL SCHOOL",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#454); GSU(#454)"
483,"SA ACADEMY","SAFEST ACADEMY",senior,private,GOMBE,GOMBE,"GOMBE","PANTAMI",active,"FUK(#478); GSU(#478)"
484,"SA ACADEMY 2","SAFSAT ACADEMY",senior,private,GOMBE,GOMBE,"GOMBE","PANTAMI",active,"FUK(#504); GSU(#504)"
485,"SJP PANTAMI","SAIS JIBWIS PANTAMI",senior,private,GOMBE,GOMBE,"GOMBE","PANTAMI",inactive,"GSU(#483)"
486,"SA BAGADAZA GOMBE","SHECHEM ACADEMY BAGADAZA GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#78); GSU(#78); FCET_GOMBE(#78)"
487,"SA MUHAMMUD GUMI MEM. SCHOOL HERWAGANA","SHEIK ABUBAKAR MUHAMMUD GUMI MEM. SCHOOL HERWAGANA",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#79); GSU(#79); FCET_GOMBE(#79)"
488,"SI SCHOOL TUNFURE","SOLITA INTERNATIONAL SCHOOL TUNFURE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#80); GSU(#80); FCET_GOMBE(#80)"
489,"SE CENTER GOMBE","SPECIAL EDUCATION CENTER GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#81); GSU(#81); FCET_GOMBE(#81)"
490,"SJ SECONDARY SCHOOL GOMBE","ST JAMES SECONDARY SCHOOL GOMBE",senior,public,GOMBE,GOMBE,"GOMBE","ALONG DUKKU ROAD OPPOSITE DANKWAMBO MEGA STATION GOMBE",active,"FUK(#611)"
491,"SJ AND SENIOR SECONDARY SCHOOL PANTAMI","SUCCESS JUNIOR AND SENIOR SECONDARY SCHOOL PANTAMI",senior,public,GOMBE,GOMBE,"GOMBE","PANTAMI",active,"FUK(#436); GSU(#436)"
492,"TA LIGHT ACADEMY TUNFURE GOMBE","TRUTH AND LIGHT ACADEMY TUNFURE GOMBE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#85); GSU(#85); FCET_GOMBE(#85)"
493,"UA ARAWA B","UBAIDA ACADEMY ARAWA B",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#89); GSU(#89); FCET_GOMBE(#89)"
494,"YAT TUNFURE","YAFI ACADEMY TUNFURE",senior,private,GOMBE,GOMBE,"GOMBE","GOMBE",active,"FUK(#94); GSU(#94); FCET_GOMBE(#94)"
495,"ZI SCHOOL GOMBE","ZENITH INTERNATIONAL SCHOOL GOMBE",senior,private,GOMBE,GOMBE,"BCGA GOMBE","NEAR GGC DOMA  KANUWEL",active,"FUK(#585)"
496,"BG PRIMARY SCHOOL TULA","BAULE GARI PRIMARY SCHOOL TULA",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#241); FCET_GOMBE(#241)"
497,"GP SCHOOL GUJUBA","GUJUBA PRIMARY SCHOOL GUJUBA",primary,public,GOMBE,KALTUNGO,"GUJUBA","GUJUBA",active,"GSU(#402); FCET_GOMBE(#402)"
498,"JP SCHOOL TULA","JALINGO PRIMARY SCHOOL TULA",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#230); FCET_GOMBE(#230)"
499,"KP SCHOOL KALTUNGO","KALARGU PRIMARY SCHOOL KALTUNGO",primary,private,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#216); FCET_GOMBE(#216)"
500,"KP SCHOOL KALTUNGO 2","KALARING PRIMARY SCHOOL KALTUNGO",primary,private,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#247); FCET_GOMBE(#247)"
501,"KP SCHOOL TULA","KALTIN PRIMARY SCHOOL TULA",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#213); FCET_GOMBE(#213)"
502,"KP SCHOOL PATUWANA","KAMU PRIMARY SCHOOL PATUWANA",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#224); FCET_GOMBE(#224)"
503,"KPS SCHOOL 3","KANPANDI PRIMARY SCHOOL",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",inactive,"GSU(#254); FCET_GOMBE(#254)"
504,"NP SCHOOL TULA","NAHUTA PRIMARY SCHOOL TULA",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#240); FCET_GOMBE(#240)"
505,"NP SCHOOL KALTUNGO","NASARAWA PRIMARY SCHOOL KALTUNGO",primary,private,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#243); FCET_GOMBE(#243)"
506,"PPS SCHOOL 2","POKWANGLI PRIMARY SCHOOL",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#228); FCET_GOMBE(#228)"
507,"PPS SCHOOL 3","POPANDI PRIMARY SCHOOL",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#233); FCET_GOMBE(#233)"
508,"PP SCHOOL KALTUNGO","POSHERENG PRIMARY SCHOOL KALTUNGO",primary,private,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#250); FCET_GOMBE(#250)"
509,"SL AWAK PRIMARY SCHOOL","SABON LAYI AWAK PRIMARY SCHOOL",primary,public,GOMBE,KALTUNGO,"SABON LAYI AWAK","SABON LAYI AWAK ALONG DOGON RUWA ROAD",active,"GSU(#386); FCET_GOMBE(#386)"
510,"TP SCHOOL KALTUNGO","TERMANA PRIMARY SCHOOL KALTUNGO",primary,private,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#237); FCET_GOMBE(#237)"
511,"TS PRIMARY SCHOOL","TURE SCIENCE PRIMARY SCHOOL",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#221); FCET_GOMBE(#221)"
512,"WP SCIENCE PRIMARY SCHOOL TULA","WANGE PILOT SCIENCE PRIMARY SCHOOL TULA",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#244); FCET_GOMBE(#244)"
513,"YP SCHOOL TULA","YABDE PRIMARY SCHOOL TULA",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#226); FCET_GOMBE(#226)"
514,"YP SCHOOL TULA 2","YIRI PRIMARY SCHOOL TULA",primary,public,GOMBE,KALTUNGO,"KALTUNGO","KALTUNGO",active,"GSU(#219); FCET_GOMBE(#219)"
